CUI|Concept|CCS|Phecode|CTD|HPO|HDO
C0038757|'allergy sulfa::allergies sulfa'|[]|['Rx']|['Immune system disease']|['HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0038819|'SUNSTROKE::Heat Stroke'|[244]|[]|['Wounds and injuries']|[]|[]
C0038868|'Progressive Supranuclear Palsy'|[81]|['Eye', 'Neuro']|['Eye disease', 'Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0038992|'Sweating disease'|[7]|['ID']|['Pathology (process)']|['HP:0001939 ! Abnormality of metabolism/homeostasis']|['DOID:0050117 ! disease by infectious agent']
C0039010|'SVD'|[7]|['ID']|['Animal disease', 'Viral disease']|[]|['DOID:0050117 ! disease by infectious agent', 'DOID:7 ! disease of anatomical entity']"
C0039070|'Fainting spells::FALLING OUT::Syncopes::SYNCOPE::FAINTING'|[81, 245]|['Signs/Symptoms']|['Nervous system disease', 'Signs and symptoms']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0039101|'SARCOMA, SYNOVIAL'|[21, 38, 39, 41]|['Musc/Skel']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0039128|'SYPHILIS'|[9]|['ID']|['Bacterial infection or mycosis', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:0050117 ! disease by infectious agent']
C0039232|'AV nodal re-entry tachycardia'|[106]|['Cardio']|['Cardiovascular disease', 'Pathology (process)']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0039240|'SVT::Tachycardias, Supraventricular::SUPRAVENTRICULAR TACHYCARDIA'|[106]|['Cardio']|['Cardiovascular disease', 'Pathology (process)']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0039263|'ARTERITIS, TAKAYASU'|[117, 210]|['Musc/Skel']|['Cardiovascular disease', 'Skin disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0039445|'Hereditary haemorrhagic telangiectasia::osler weber rendu::OSLER-WEBER-RENDU SYNDROME'|[117]|['Cardio']|['Blood disease', 'Cardiovascular disease', 'Congenital abnormality']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0039494|'TEMPOROMANDIBULAR JOINT DISORDER'|[136]|['Musc/Skel']|['Mouth disease', 'Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0039503|'TENDONITIS'|[211]|['Musc/Skel']|['Musculoskeletal disease', 'Wounds and injuries']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0039538|'TERATOMA'|[43]|['Neoplasms']|['Cancer']|['HP:0000119 ! Abnormality of the genitourinary system', 'HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0039584|'Testicular Disease::Disease of testis'|[166]|['Genitourinary']|['Endocrine system disease', 'Urogenital disease (male)']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:7 ! disease of anatomical entity']
C0039590|'Testicular tumour'|[30]|['Neoplasms']|['Cancer', 'Endocrine system disease', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0039614|'TETANUS'|[3]|['ID']|['Bacterial infection or mycosis']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0002086 ! Abnormality of the respiratory system']|['DOID:0050117 ! disease by infectious agent']
C0039685|'TETRALOGY OF FALLOT'|[213]|['Cong']|['Cardiovascular disease', 'Congenital abnormality']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0039730|'Thalassaemia NOS'|[59]|['Blood']|['Blood disease', 'Genetic disease (inborn)']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0039978|'Thoracic Disease'|[133, 204, 205, 212]|['Musc/Skel', 'Resp']|['Respiratory tract disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0039980|'Traumatic injury to chest'|[244]|[]|['Wounds and injuries']|[]|['DOID:7 ! disease of anatomical entity']
C0039981|'Thoracic Tumour'|[47]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0039984|'Outlet Syndrome, Thoracic'|[95]|['Neuro']|['Cardiovascular disease', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0040021|'BUERGER DISEASE'|[117]|['Musc/Skel']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0040028|'Primary Thrombocytosis::Essential Thrombocytosis'|[44]|['Neoplasms']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:14566 ! disease of cellular proliferation']
C0040034|'thrombocytopaenia'|[62]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0040124|'THYROGLOSSAL DUCT CYST'|[217]|['Cong']|['Cancer']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:0080015 ! physical disorder', 'DOID:225 ! syndrome']"
C0040127|'Storm, Thyroid'|[48]|['Endo']|['Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:7 ! disease of anatomical entity']
C0040128|'THYROID DISEASE, NOS::Thyroid Gland Disease::Disorder of thyroid NOS::Thyroid Diseases::Thyroid disorders::Thyroid abnormalities::Thyroid condition::THYROID DISORDER'|[1, 8, 48, 195, 238]|['Endo']|['Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:7 ! disease of anatomical entity']
C0040136|'Thyroid tumour::tumor thyroid::Thyroid cancer::Thyroid Neoplasm'|[1, 8, 48, 195, 238]|['Endo']|['Cancer', 'Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:14566 ! disease of cellular proliferation']
C0040137|'Thyroid Nodules::THYROID NODULE'|[48]|['Endo']|['Cancer', 'Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:14566 ! disease of cellular proliferation']
C0040147|'THYROIDITIS'|[48]|['Endo']|['Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0040149|'thyroiditis de quervain'|[48]|['Endo']|['Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0040156|'THYROTOXICOSIS'|[48]|['Endo']|['Endocrine system disease']|['HP:0000818 ! Abnormality of the endocrine system']|['DOID:7 ! disease of anatomical entity']
C0040188|'Tic NOS::TIC DISORDER'|[655]|['Dev']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0040213|'COSTOCHONDRITIS::Costalchondritis'|[212]|['Musc/Skel']|['Connective tissue disease', 'Musculoskeletal disease']|['HP:0002715 ! Abnormality of the immune system', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0040247|'Ringworm'|[4]|['Derm', 'ID']|['Bacterial infection or mycosis', 'Skin disease']|['HP:0001574 ! Abnormality of the integument', 'HP:0002086 ! Abnormality of the respiratory system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:0050117 ! disease by infectious agent']
C0040250|'TINEA CAPITIS'|[4]|['Derm', 'ID']|['Bacterial infection or mycosis', 'Skin disease']|['HP:0001574 ! Abnormality of the integument', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0040259|'TINEA PEDIS'|[4]|['Derm', 'ID']|['Bacterial infection or mycosis', 'Signs and symptoms', 'Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:0050117 ! disease by infectious agent']
C0040261|'ONYCHOMYCOSIS'|[4]|['Derm', 'ID']|['Bacterial infection or mycosis', 'Skin disease']|['HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0040264|'TINNITUS'|[94]|['Hearing']|['Ear-nose-throat disease', 'Nervous system disease', 'Signs and symptoms']|['HP:0000598 ! Abnormality of the ear']|['DOID:7 ! disease of anatomical entity']
C0040332|'Dependence, Tobacco'|[663]|['Mental']|['Mental disorder', 'Substance-related disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0040336|'abuse tobacco::TOBACCO ABUSE'|[663]|['Mental']|['Mental disorder', 'Substance-related disorder']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0002664 ! Neoplasm']|['DOID:150 ! disease of mental health']
C0040425|'TONSILLITIS'|[124, 126]|['Resp']|['Ear-nose-throat disease', 'Mouth disease', 'Respiratory tract disease']|['HP:0001626 ! Abnormality of the cardiovascular system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0040485|'TORTICOLLIS'|[205]|['Neuro']|['Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0040517|'disorder tourette::TOURETTE SYNDROME'|[655]|['Dev']|['Genetic disease (inborn)', 'Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0040524|'blood poisoning::Toxaemia'|[2]|['ID']|['Toxemias']|['HP:0002715 ! Abnormality of the immune system']|['DOID:0050117 ! disease by infectious agent', 'DOID:7 ! disease of anatomical entity']"
C0040558|'TOXOPLASMOSIS'|[8]|['ID', 'Neuro']|['Parasitic disease']|['HP:0002086 ! Abnormality of the respiratory system', 'HP:0002715 ! Abnormality of the immune system', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:0050117 ! disease by infectious agent']
C0040759|'Transposition, NOS'|[217]|['Cong']|['Congenital abnormality']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:0080015 ! physical disorder']
C0040761|'Transposition of the Great Vessels'|[213]|['Cong']|['Cardiovascular disease', 'Congenital abnormality']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0040822|'SHAKING::TREMOR::TREMORS'|[95]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0040896|'TRICHINOSIS'|[8]|['ID']|['Parasitic disease']|['HP:0002715 ! Abnormality of the immune system', 'HP:0025031 ! Abnormality of the digestive system', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:0050117 ! disease by infectious agent']
C0040953|'TRICHOTILLOMANIA::Hair Pulling'|[654, 656]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0040997|'TIC DOULOUREUX::Neuralgia, Trigeminal'|[95]|['Neuro']|['Mouth disease', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0025142 ! Constitutional symptom']|['DOID:7 ! disease of anatomical entity']
C0041022|'TRILOGY OF FALLOT'|[213]|['Cardio', 'Cong']|['Cardiovascular disease', 'Congenital abnormality']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0041105|'Lockjaw'|[211]|['Musc/Skel']|['Nervous system disease', 'Signs and symptoms']|['HP:0000152 ! Abnormality of head or neck']|['DOID:7 ! disease of anatomical entity']
C0041207|'Truncus Arteriosus'|[213]|['Cong']|['Cardiovascular disease', 'Congenital abnormality']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0041274|'Tubal blocks'|[174]|['Genitourinary']|['Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0041296|'Tuberculous::Active Tuberculosis::TUBERCULOSIS'|[1, 181, 195, 224]|['ID']|['Bacterial infection or mycosis']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:0050117 ! disease by infectious agent']
C0041307|'Bovine tuberculosis'|[1, 181, 195, 224]|['ID']|['Animal disease', 'Bacterial infection or mycosis']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:0050117 ! disease by infectious agent']
C0041313|'tuberculosis liver::liver tuberculosis'|[151]|['GI']|['Bacterial infection or mycosis', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:0050117 ! disease by infectious agent']
C0041315|'Larynx Tuberculosis'|[1]|['ID', 'Resp']|['Bacterial infection or mycosis', 'Ear-nose-throat disease', 'Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C0041321|'Miliary Tuberculosis'|[1]|['ID']|['Bacterial infection or mycosis']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:0050117 ! disease by infectious agent']
C0041327|'Respiratory tuberculosis::Lung TB::Pulmonary Tuberculosis'|[1]|['ID', 'Resp']|['Bacterial infection or mycosis', 'Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:0050117 ! disease by infectious agent', 'DOID:7 ! disease of anatomical entity']"
C0041328|'RENAL TUBERCULOSIS'|[1]|['Genitourinary']|['Bacterial infection or mycosis', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:0050117 ! disease by infectious agent']
C0041330|'Tuberculosis of spine'|[1]|['ID']|['Bacterial infection or mycosis', 'Musculoskeletal disease']|['HP:0002086 ! Abnormality of the respiratory system', 'HP:0002715 ! Abnormality of the immune system', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:0050117 ! disease by infectious agent']
C0041341|'Sclerosis, Tuberous'|[217]|['Neoplasms']|['Cancer', 'Congenital abnormality', 'Genetic disease (inborn)', 'Nervous system disease']|['HP:0000152 ! Abnormality of head or neck', 'HP:0001574 ! Abnormality of the integument', 'HP:0002664 ! Neoplasm']|['DOID:0080015 ! physical disorder', 'DOID:225 ! syndrome']"
C0041408|'Turners Syndrome::TURNER SYNDROME'|[217]|['Cong']|['Cardiovascular disease', 'Congenital abnormality', 'Endocrine system disease', 'Genetic disease (inborn)', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0041466|'Fever, Typhoid::Typhoid'|[135]|['GI', 'ID']|['Bacterial infection or mycosis']|['HP:0002715 ! Abnormality of the immune system', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:0050117 ! disease by infectious agent']
C0041671|'ATTENTION DEFICIT DISORDER::Attention-deficit'|[652]|['Dev']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0041834|'Redness'|[198]|['Derm']|['Signs and symptoms', 'Skin disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0041848|'Idiopathic Neuropathy'|[95]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0041948|'UREMIA'|[157, 161]|['Genitourinary']|['Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0041956|'Ureteral Obstruction'|[161, 163]|['Genitourinary']|['Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0042029|'Urinary infection NOS::URINARY TRACT INFECTION::UTI::Infection of urinary tract::utis'|[159]|['Genitourinary']|['Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0001939 ! Abnormality of metabolism/homeostasis']|['DOID:7 ! disease of anatomical entity']
C0042063|'Abnormality, Genitourinary'|[215]|['Cong']|['Congenital abnormality', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:225 ! syndrome']
C0042075|'Urinary Disease::Disease, Urinary Tract'|[163]|['Genitourinary']|['Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0042109|'Hive::urticarial::URTICARIA::HIVES'|[253]|['Derm', 'Signs/Symptoms']|['Immune system disease', 'Skin disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0042131|'Disease of uterus::Uterine Disease'|[175]|['Genitourinary']|['Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:7 ! disease of anatomical entity']
C0042133|'LEIOMYOMA, UTERINE::Uterine Myoma::Leiomyoma, NOS::uterus fibroids::Fibroid uterus::Uterine Fibroids::UTERUS, FIBROIDS::FIBROIDS::uterus fibroid'|[46]|['Neoplasms']|['Cancer', 'Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0042138|'Uterine Tumors::UTERINE NEOPLASM::Uterine Tumour'|[175]|['Genitourinary']|['Cancer', 'Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
